Use Case,Requirement,Requirement2,Requirement3,Capability,Features ,ID,Importance,products,values,sum,count
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Kairos Digital Identity Verification,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Unissey Facial Biometrics,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Melissa Identity Verification,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,HyperVerge Face Authentication,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Gulf Data International IdentifyME,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Amazon Rekognition,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Innovative Technology MyCheckr,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,SCSoft Face Verification,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Enface Platform,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,KYCAID Verification Platform,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Betaface Face Detection and Recognition SDK & API,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Trust Stamp Age Estimation,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Didit Identity Verification,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Trust Stamp Age Verification,0,12,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,UltraPass Identity Ultra Pass ID,0,11,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,1Kosmos BlockID Customer,0,11,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,MSLA-ID Identity Verification,0,11,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Deep Labs DeepDecision,0,9,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Rank One Computing ROC SDK,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Luxand Cloud,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Ondato Age Verification,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,KnowYourX Ultimate Verification Platform,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Checkin.com Identity Document Scanning & Face Matching,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,SkyBiometry Facial Recognition API,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,ClearDil Identity Verification,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Neurotechnology Face Verification,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Aware PreFace,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Alchera Face Trust,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Bandio Age Band,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Daon xProof,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Verisoul Face Match,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Ondato Reusable Age Verification,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,ClearDil Biometric Verification,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Luxand Age-O-Meter,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,AU10TIX Biometric Identity Verification System,0,8,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Facephi Onboarding,0,6,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Veratad IDMatch,0,4,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Outdid Private Verification,0,4,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Verifai Identity Verification Platform,0,4,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,AVSecure AgePass,0,4,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Facephi Authentication,0,3,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Techsign Biometric signature & forensic tool,0,3,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,AgeVerify Age Verification,0,3,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,IDMERIT IDMkyx,0,2,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,1Kosmos BlockID Platform,0,0,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Ayonix AIBOX,0,0,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Techsign FIDO Biometric Authentication,0,0,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Techsign Smart ID Card Verification,0,0,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Techsign DOC,0,0,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Faceter App,0,0,32
Age Estimation for Streaming Services,Detect Anomalous User Activity,,0,DeepFake Detection,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",8,3,Veridas Face Authentication,0,0,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,Persona Verifications,4,59,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,Jumio ID Verification,4,48,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,AU10TIX Platform,4,46,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,Sumsub User Verification,4,48,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,Caf Identity Verification - KYC,4,40,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,VerifyMy VerifyMyAge Platform,4,32,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,BlueCheck Age Verification for E-Commerce,4,28,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,Opale.io Solution,4,26,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,Luciditi Digital Identity Platform,4,24,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,Veriff Age Estimation,4,22,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,ComplyCube Identity Verification Platform,4,22,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,Kids Web Services Parent Verification,4,21,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,HyperVerge One,4,20,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,ComplyCube Identity Assurance,4,20,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,Facephi Identity Platform,0,19,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,VouchedRx,0,18,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,VerifyMy VerifyMyContent,4,18,32
Age Estimation for Streaming Services,Estimate Age of Users,Estimate Age of Users,9,Age Estimation,"Latent Signal Analysis, Mouse Dynamics, IP Address Logging, Psychographic Signals Analysis",9,4,VouchedFi,0,18,32
